Company,Location,DateTime,Details,Outcome
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Sun Dec 19, 1976 18:19 UTC",Titan IIID | KH-11,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Dec 17, 1976 12:00 UTC",Cosmos-3M (11K65M) | Cosmos 885,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 17, 1976 09:30 UTC",Soyuz U | Cosmos 884,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Dec 16, 1976 10:23 UTC",Cosmos-3M (11K65M) | Cosmos 871 to 878,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 15, 1976 13:59 UTC",Cosmos-3M (11K65M) | Cosmos 883,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Dec 09, 1976 20:00 UTC",Cosmos-3M (11K65M) | Cosmos 880,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 09, 1976 10:00 UTC",Soyuz U | Cosmos 879,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Dec 07, 1976 04:38 UTC",Long March 2 | FSW-0 No.2,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 02, 1976 02:44 UTC",Molniya-M /Block ML | Molniya-2 n†­64,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Dec 02, 1976 00:17 UTC",Cosmos-3M (11K65M) | Cosmos 870,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 29, 1976 16:04 UTC",Soyuz U | Cosmos 869,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Nov 26, 1976 14:30 UTC",Tsyklon-2 | Cosmos 868,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Nov 25, 1976",Molniya-M /Block SO-L | Prognoz n†­5,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 23, 1976 16:27 UTC",Soyuz U | Cosmos 867,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Nov 11, 1976 10:45 UTC",Soyuz U | Cosmos 866,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Wed Nov 10, 1976 09:05 UTC",Feng Bao 1 | JSSW-6,Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Nov 01, 1976 11:20 UTC",Soyuz U | Cosmos 865,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Oct 29, 1976 12:39 UTC",Cosmos-3M (11K65M) | Cosmos 864,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Oct 25, 1976 14:30 UTC",Soyuz U | Cosmos 863,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Oct 22, 1976 09:11 UTC",Molniya-M /Block 2BL | Cosmos 862,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Thu Oct 21, 1976 16:53 UTC",Tsyklon-2 | Cosmos 861,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sun Oct 17, 1976 18:06 UTC",Tsyklon-2 | Cosmos 860,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 15, 1976 22:59 UTC",Vostok-2M | Meteor n†­36,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 14, 1976 17:39 UTC",Soyuz | Soyuz 23,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Oct 10, 1976 09:35 UTC",Soyuz U | Cosmos 859,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Oct 04, 1976 11:00 UTC",Soyuz U | Zenit-4MKT n†­370,Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Sep 29, 1976 07:04 UTC",Cosmos-3M (11K65M) | Cosmos 858,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 24, 1976 15:00 UTC",Soyuz U | Cosmos 857,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Sep 22, 1976 09:30 UTC",Soyuz U | Cosmos 856,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 21, 1976 11:40 UTC",Soyuz U | Cosmos 855,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Sep 15, 1976 18:50 UTC",Titan III(24)B | OPS 8533,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 15, 1976 09:48 UTC",Soyuz U | Soyuz 22,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Sep 03, 1976 09:20 UTC",Soyuz U | Cosmos 854,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Sep 01, 1976 03:23 UTC",Molniya-M /Block ML | Cosmos 853,Partial Failure
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Mon Aug 30, 1976 11:45 UTC",Feng Bao 1 | JSSW-5,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 28, 1976 09:00 UTC",Soyuz U | Cosmos 852,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Aug 27, 1976 14:34 UTC",Vostok-2M | Cosmos 851,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Aug 26, 1976 11:00 UTC",Cosmos-2I (63SM) | Cosmos 850,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Aug 18, 1976 09:30 UTC",Cosmos-2I (63SM) | Cosmos 849,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Aug 12, 1976 13:30 UTC",Soyuz U | Cosmos 848,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Fri Aug 06, 1976",Titan III(34)B Agena-D | Quasar 2,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Aug 04, 1976 13:40 UTC",Soyuz U | Cosmos 847,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 29, 1976 20:02 UTC",Cosmos-3M (11K65M) | Cosmos 846,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jul 27, 1976 12:00 UTC",Cosmos-3M (11K65M) | Intercosmos-16,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jul 27, 1976 05:21 UTC",Cosmos-3M (11K65M) | Cosmos 845,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 23, 1976 15:49 UTC",Molniya-M /Block ML | Molniya-1 n†­62,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Jul 22, 1976 22:04 UTC",Atlas-SLV3D Centaur-D1AR | Comstar D2,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jul 22, 1976 15:40 UTC",Soyuz U | Cosmos 844,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Jul 21, 1976 15:14 UTC",Tsyklon-2 | Cosmos 843,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jul 21, 1976 10:20 UTC",Cosmos-3M (11K65M) | Cosmos 842,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 15, 1976 13:11 UTC",Cosmos-3M (11K65M) | Cosmos 841,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jul 14, 1976 09:00 UTC",Soyuz U | Cosmos 840,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 08, 1976 21:08 UTC",Cosmos-3M (11K65M) | Cosmos 839,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Jul 08, 1976 18:30 UTC","Titan IIID | KH-9, S3 & SSF-D-1",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Jul 06, 1976 12:08 UTC",Soyuz | Soyuz 21,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Jul 02, 1976 10:30 UTC",Tsyklon-2 | Cosmos 838,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Jul 01, 1976 08:05 UTC",Molniya-M /Block ML | Cosmos 837,Partial Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 29, 1976 08:12 UTC",Cosmos-3M (11K65M) | Cosmos 836,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 29, 1976 07:20 UTC",Voskhod | Cosmos 835,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Jun 26, 1976 03:00 UTC",Titan III(23)C | DSP-6,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jun 24, 1976 07:10 UTC",Soyuz U | Cosmos 834,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Jun 19, 1976",Cosmos-3M (11K65M) | Intercosmos-15,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 16, 1976 13:09 UTC",Voskhod | Cosmos 833,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 15, 1976 13:19 UTC",Cosmos-3M (11K65M) | Cosmos 825 to 832,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 08, 1976 07:00 UTC",Voskhod | Cosmos 824,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Jun 02, 1976 22:30 UTC",Cosmos-3M (11K65M) | Cosmos 823,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Wed Jun 02, 1976",Titan III(34)B Agena-D | Quasar 1,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed May 26, 1976 09:00 UTC",Voskhod | Cosmos 821,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri May 21, 1976 07:00 UTC",Soyuz U | Cosmos 820,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu May 20, 1976 09:00 UTC",Voskhod | Cosmos 819,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue May 18, 1976 11:00 UTC",Cosmos-2I (63SM) | Cosmos 818,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat May 15, 1976 13:30 UTC",Vostok-2M | Meteor n†­35,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu May 13, 1976 22:28 UTC",Atlas-SLV3D Centaur-D1AR | Comstar D1,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed May 12, 1976 17:57 UTC",Molniya-M /Block ML | Molniya-3 n†­60,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat May 08, 1976 15:00 UTC",Cosmos-3M (11K65M) | Cosmos 822,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 05, 1976 07:50 UTC",Voskhod | Cosmos 817,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Fri Apr 30, 1976 19:12 UTC",Atlas-E/F MSD | NOSS-1,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Apr 28, 1976 13:30 UTC",Cosmos-3M (11K65M) | Cosmos 816,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Apr 28, 1976 09:30 UTC",Voskhod | Cosmos 815,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Apr 09, 1976 08:30 UTC",Voskhod | Cosmos 813,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 07, 1976 13:05 UTC",Vostok-2M | Meteor n†­34,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Apr 06, 1976 04:14 UTC",Cosmos-3M (11K65M) | Cosmos 812,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 31, 1976 12:50 UTC",Soyuz M | Cosmos 811,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 26, 1976 15:00 UTC",Voskhod | Cosmos 810,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Mon Mar 22, 1976 18:14 UTC",Titan III(24)B | OPS 7600,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 19, 1976 19:31 UTC",Molniya-M /Block ML | Molniya-1 n†­59,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 18, 1976 09:15 UTC",Soyuz U | Cosmos 809,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 16, 1976 17:22 UTC",Vostok-2M | Cosmos 808,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Mar 14, 1976 01:25 UTC","Titan III(23)C | LES-8, LES-9, Solrad-11a, Solrad-11b",Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Mar 13, 1976 17:15 UTC",Tsyklon-2 | Cosmos 814,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Mar 12, 1976 13:30 UTC",Cosmos-3M (11K65M) | Cosmos 807,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Mar 11, 1976 19:45 UTC",Molniya-M /Block ML | Molniya-1 n†­58,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Mar 10, 1976 08:00 UTC",Soyuz U | Cosmos 806,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sun Feb 29, 1976 03:30 UTC",N-I | Ume 1,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Feb 20, 1976 14:01 UTC",Soyuz U | Cosmos 805,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Mon Feb 16, 1976 08:29 UTC",Tsyklon-2 | Cosmos 804,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Feb 12, 1976 13:00 UTC",Cosmos-3M (11K65M) | Cosmos 803,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Feb 11, 1976 08:50 UTC",Voskhod | Cosmos 802,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Feb 05, 1976 14:39 UTC",Cosmos-2I (63SM) | Cosmos 801,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Wed Feb 04, 1976 05:00 UTC",Mu-III C | Corsa A,Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Feb 03, 1976 08:16 UTC",Cosmos-3M (11K65M) | Cosmos 800,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Jan 29, 1976 23:56 UTC",Atlas-SLV3D Centaur-D1AR | Intelsat 4A F2,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jan 29, 1976 08:30 UTC",Voskhod | Cosmos 799,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jan 28, 1976 10:39 UTC",Cosmos-3M (11K65M) | Cosmos 791 to 798,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jan 22, 1976 22:26 UTC",Cosmos-3M (11K65M) | Cosmos 790,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jan 22, 1976 11:38 UTC",Molniya-M /Block ML | Molniya-1 n†­57,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 20, 1976 17:07 UTC",Cosmos-3M (11K65M) | Cosmos 789,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jan 15, 1976 05:34 UTC",Titan IIIE | Helios-2,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jan 07, 1976 15:34 UTC",Voskhod | Cosmos 788,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 06, 1976 04:52 UTC",Cosmos-3M (11K65M) | Cosmos 787,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Dec 27, 1975 10:22 UTC",Molniya-M /Block ML | Molniya-3 n†­56,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Dec 25, 1975 19:00 UTC",Vostok-2M | Meteor n†­33,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Dec 22, 1975",Molniya-M /Block SO-L | Prognoz n†­4,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 19, 1975 14:00 UTC",Cosmos-3M (11K65M) | DS-P1 satellite,Failure
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 17, 1975 11:06 UTC",Molniya-M /Block ML | Molniya-2 n†­55,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 16, 1975 09:50 UTC",Voskhod | Cosmos 786,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Tue Dec 16, 1975 09:21 UTC",Feng Bao 1 | JSSW-4,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Dec 14, 1975 05:15 UTC",Titan III(23)C | DSP-5,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri Dec 12, 1975 12:45 UTC",Tsyklon-2 | Cosmos 785,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Dec 11, 1975 17:00 UTC",Cosmos-3M (11K65M) | Intercosmos-14,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Dec 04, 1975 20:38 UTC",Titan IIID | KH-9 & S3,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 03, 1975 10:00 UTC",Voskhod | Cosmos 784,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Nov 28, 1975 00:10 UTC",Cosmos-3M (11K65M) | Cosmos 783,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Nov 25, 1975 17:00 UTC",Soyuz U | Cosmos 782,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Nov 21, 1975 17:11 UTC",Cosmos-3M (11K65M) | Cosmos 781,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Nov 21, 1975 09:20 UTC",Voskhod | Cosmos 780,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 17, 1975 14:36 UTC",Soyuz U | Soyuz 20,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sun Nov 16, 1975 03:29 UTC",Long March 2 | FSW-0 No.1,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Nov 15, 1975 10:12 UTC",Cosmos-3M (11K65M) | Cosmos 778,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Nov 14, 1975 19:13 UTC",Molniya-M /Block ML | Molniya-3 n†­54,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Nov 04, 1975 15:19 UTC",Voskhod | Cosmos 779,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Oct 29, 1975 11:00 UTC",Tsyklon-2 | Cosmos 777,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 17, 1975 14:29 UTC",Voskhod | Cosmos 776,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Oct 09, 1975 19:15 UTC",Titan III(24)B | OPS 5499,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 01, 1975 08:30 UTC",Voskhod | Cosmos 774,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 30, 1975 18:38 UTC",Cosmos-3M (11K65M) | Cosmos 773,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Sep 29, 1975 04:19 UTC",Soyuz U | Cosmos 772,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France","Sat Sep 27, 1975 14:00 UTC",Diamant BP4 | Aura,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Sep 26, 1975 00:17 UTC",Atlas-SLV3D Centaur-D1AR | Intelsat 4A F1,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Sep 25, 1975 09:49 UTC",Soyuz U | Cosmos 771,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Sep 24, 1975 12:00 UTC",Cosmos-3M (11K65M) | Cosmos 770,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 23, 1975 10:00 UTC",Voskhod | Cosmos 769,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Sep 18, 1975 00:12 UTC",Vostok-2M | Meteor n†­32,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Sep 17, 1975 07:10 UTC",Cosmos-3M (11K65M) | Cosmos 761 to 768,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Sep 16, 1975 09:00 UTC",Voskhod | Cosmos 760,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 12, 1975 05:30 UTC",Soyuz U | Cosmos 759,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Tue Sep 09, 1975 18:39 UTC",Titan IIIE | Viking 2,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Sep 09, 1975 05:30 UTC",N-I | Kiku 1,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 09, 1975 00:19 UTC",Molniya-M /Block ML | Molniya-2 n†­53,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 05, 1975 14:49 UTC",Soyuz U | Cosmos 758,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 02, 1975 13:09 UTC",Molniya-M /Block ML | Molniya-1 n†­52,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Aug 27, 1975 14:45 UTC",Voskhod | Cosmos 757,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Aug 22, 1975 02:11 UTC",Vostok-2M | Cosmos 756,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Aug 20, 1975 21:22 UTC",Titan IIIE | Viking 1,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Aug 14, 1975 13:29 UTC",Cosmos-3M (11K65M) | Cosmos 755,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 13, 1975 07:21 UTC",Voskhod | Cosmos 754,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jul 31, 1975 13:00 UTC",Voskhod | Cosmos 753,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sat Jul 26, 1975 13:30 UTC",Feng Bao 1 | JSSW-3,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 24, 1975 19:00 UTC",Cosmos-3M (11K65M) | Cosmos 752,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jul 23, 1975 13:00 UTC",Voskhod | Cosmos 751,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 17, 1975 09:10 UTC",Cosmos-2I (63SM) | Cosmos 750,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Jul 15, 1975 19:50 UTC",Saturn IB | ASTP (Apollo???Soyuz Test Project),Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Jul 15, 1975 12:20 UTC",Soyuz U | Soyuz 19 (Apollo-Soyuz),Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jul 11, 1975 04:15 UTC",Vostok-2M | Meteor-2 n†­1,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jul 08, 1975 05:05 UTC",Molniya-M /Block ML | Molniya-2 n†­51,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jul 04, 1975 00:56 UTC",Cosmos-3M (11K65M) | Cosmos 749,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jul 03, 1975 13:40 UTC",Voskhod | Cosmos 748,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jun 27, 1975 13:00 UTC",Voskhod | Cosmos 747,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 25, 1975 12:59 UTC",Voskhod | Cosmos 746,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jun 24, 1975 12:05 UTC",Cosmos-2I (63SM) | Cosmos 745,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Jun 20, 1975 06:54 UTC",Vostok-2M | Cosmos 744,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Wed Jun 18, 1975 09:00 UTC",Atlas-SLV3A Agena-D | AFP-827 (Canyon-6),Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Jun 12, 1975 12:30 UTC",Soyuz U | Cosmos 743,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Sun Jun 08, 1975 18:30 UTC",Titan IIID | KH-9 & SSF-C-5,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jun 05, 1975 01:37 UTC",Molniya-M /Block ML | Molniya-1 n†­50 & SRET-2,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Jun 03, 1975 13:20 UTC",Voskhod | Cosmos 742,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Tue Jun 03, 1975 09:00 UTC",Cosmos-3M (11K65M) | DS-U3 satellite,Failure
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri May 30, 1975 06:45 UTC",Voskhod | Cosmos 741,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 28, 1975 07:29 UTC",Voskhod | Cosmos 740,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed May 28, 1975 00:25 UTC",Cosmos-3M (11K65M) | Cosmos 732 to 739,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sun May 25, 1975 14:30 UTC",Soyuz U | Cosmos 1012,Success
